,Unnamed: 0,country,description,points,price,province,title,variety,description_preprocessed
76,76,Germany,"Earthy pollen and mineral notes lend a savory tone to this medium-sweet Riesling. It's soft and slightly pulpy, intensified by overripe tangerine and stone fruit flavors. Drink now through 2018.",86,9.0,Rheinhessen,Schmitt Söhne 2015 Riesling (Rheinhessen),Riesling,earthy pollen mineral note lend savory tone medium - sweet riesle soft slightly pulpy intensify overripe tangerine stone fruit flavor drink 2018
77,77,Australia,"This medium-bodied Chardonnay features aromas of pineapple and roasted cashew. Similar notes of ripe pineapple and nuts mark the palate, then ease to a rather soft, easy finish. Drink now.",86,18.0,South Australia,Yalumba 2016 Made With Organic Grapes Chardonnay (South Australia),Chardonnay,medium - bodied chardonnay feature aromas pineapple roasted cashew similar note ripe pineapple nuts mark palate ease rather soft easy finish drink
78,78,US,"Some rosés are made simply by bleeding the juice from the fermenter, to concentrate the remaining wine. Whether or not that is the case here, the wine has the simple pleasant lightly candied strawberry flavors one might expect from such a technique. It's fruity and undemanding. Drink up.",86,25.0,Oregon,Z'IVO 2015 Rosé of Pinot Noir (Eola-Amity Hills),Pinot Noir,rosés make simply bleed juice fermenter concentrate remain wine whether case wine simple pleasant lightly candy strawberry flavor one might expect technique fruity undemande drink
79,79,Portugal,"Grown on the sandy soil of Tejo, the wine is typically soft and open. It is very accessible—with black fruits and light tannins for this grape. It is ready to drink.",86,,Tejo,Adega Cooperativa do Cartaxo 2014 Bridão Touriga Nacional (Tejo),Touriga Nacional,grow sandy soil tejo wine typically soft open accessible — with black fruit light tannin grape ready drink
80,80,Chile,"Caramelized oak and vanilla aromas are front and center on a barrel-heavy nose. This feels a bit choppy, with astringent tannins. Herbal salty plum flavors wear a lot of oaky makeup, while this finishes with a forced woody flavor.",86,12.0,Rapel Valley,Aresti 2014 Special Release Reserva Carmenère (Rapel Valley),Carmenère,caramelize oak vanilla aromas front center barrel - heavy nose feel bit choppy astringent tannin herbal salty plum flavor wear lot oaky makeup finish force woody flavor
81,81,Spain,"Bland, mature aromas of white fruits are on the weak side for Albariño. This feels round and oily, while briny leesy flavors lack pop and precision. A grabby aged finish is short on the free flow that this grape and region are known for. Drink immediately or wait for a newer vintage.",86,16.0,Galicia,Spyro 2014 Albariño (Rías Baixas),Albariño,bland mature aromas white fruit weak side albariño feel round oily briny leesy flavor lack pop precision grabby age finish short free flow grape region know drink immediately wait new vintage
82,82,France,"This fruity, sweet wine is immediately attractive and ripe. With its great apricot and pineapple fruit, hints of spicy wood and balancing acidity, it's perfect as an apéritif—light and refreshing. Drink now.",86,11.0,France Other,Lionel Osmin & Cie 2016 La Réserve Petit Manseng (Vin de France),Petit Manseng,fruity sweet wine immediately attractive ripe great apricot pineapple fruit hint spicy wood balance acidity perfect apéritif — light refreshing drink
83,83,Australia,"Pale copper in hue, this wine exudes passion fruit on the nose, while the palate delivers nuances of muskmelon as well. It's crisp, racy and medium in body, perfectly suited to summertime refreshment. Drink now.",86,20.0,South Australia,Mitolo 2016 Jester Sangiovese Rosé (McLaren Vale),Rosé,pale copper hue wine exude passion fruit nose palate deliver nuance muskmelon well crisp racy medium body perfectly suit summertime refreshment drink
84,84,US,"A healthy addition of 13% Petite Sirah provides added weight and intensity to this wine, a soft, supple and richly conceived combination of smoky black fruit and mocha.",86,24.0,California,Napa Cellars 2014 Classic Zinfandel (Napa Valley),Zinfandel,healthy addition 13 petite sirah provide add weight intensity wine soft supple richly conceive combination smoky black fruit mocha
85,85,Germany,"Pronounced dust, pollen and earth tones lend savoriness to this otherwise citrusy wine. Racy acidity and fresh tangerine and lemon flavors turn herbal on the finish. Drink now.",86,10.0,Rheinhessen,P.J. Valckenberg 2015 Undone Dry Riesling (Rheinhessen),Riesling,pronounce dust pollen earth tone lend savoriness otherwise citrusy wine racy acidity fresh tangerine lemon flavor turn herbal finish drink
86,86,US,"Vibrant aromas of ripe pear, white flowers and melon are followed by a just off-dry palate, with lean fruit flavors.",86,20.0,Washington,Palencia 2016 Albariño (Ancient Lakes),Albariño,vibrant aroma ripe pear white flower melon follow off - dry palate lean fruit flavor
87,87,US,"Softened tannins surround a light-bodied, lean and herbal approach to this vineyard-designate, dotted in black pepper, leather and baked cherry.",86,55.0,California,Passaggio 2014 Blau Vineyards Merlot (Knights Valley),Merlot,soften tannin surround light - bodied lean herbal approach vineyard - designate dot black pepper leather bake cherry
88,88,Italy,"Subdued aromas of French oak, toast and acacia waft out of the glass. The rather lean palate offers oak-driven spice, chopped herb and a hint of citrus set against racy acidity. It's rather shy on fruit richness.",86,29.0,Tuscany,Poggio Alloro 2014 Le Mandorle Riserva  (Vernaccia di San Gimignano),Vernaccia,subdue aromas french oak toast acacia waft glass rather lean palate offer oak - drive spice chop herb hint citrus set racy acidity rather shy fruit richness
89,89,Italy,"Made primarily from Sangiovese, with some Malvasia and other white grapes, this offers aromas of red berry and a yeasty whiff of bread dough. The bright, enjoyable palate offers ripe cherry and hint of pastry cream while a note of honeydew melon marks the close.",88,19.0,Tuscany,Fattoria Sardi 2015 Rosato (Toscana),Rosato,make primarily sangiovese malvasia white grape offer aromas red berry yeasty whiff bread dough bright enjoyable palate offer ripe cherry hint pastry cream note honeydew melon mark close
90,90,US,"This blend of Sangiovese, Malbec, Cabernet Sauvignon, Petite Sirah and other varieties plays well to type. It shows a wealth of ripe, dusty black fruit that's richly round and soft on the palate, approachable and lightly oaked.",88,23.0,California,Ferrari-Carano 2014 Siena Red (Sonoma County),Red Blend,blend sangiovese malbec cabernet sauvignon petite sirah variety play well type show wealth ripe dusty black fruit richly round soft palate approachable lightly oake
91,91,US,"This wine has a touch of perceptible sweetness on its tropical nose, yet tastes dry, showing a straightforward approach to this crisp, coastal-grown variety. Apricot, melon and guava wrap around a lightness of body and texture.",88,18.0,California,Folie à Deux 2015 Pinot Gris (Sonoma Coast),Pinot Gris,wine touch perceptible sweetness tropical nose yet taste dry show straightforward approach crisp coastal - grow variety apricot melon guava wrap around lightness body texture
92,92,US,"All red Bordeaux varieties are represented in this blend, except for Petit Verdot. Together, they offer a simple tannic structure that strengthens a chewiness of leather, tobacco and a touch of cedar. Full bodied, it's a ripe, bold and brawny wine.",88,55.0,California,Franciscan 2013 Magnificat Meritage (Napa Valley),Meritage,red bordeaux variety represent blend except petit verdot together offer simple tannic structure strengthen chewiness leather tobacco touch cedar full bodied ripe bold brawny wine
93,93,Austria,"Freshness characterizes the nose: green pear, ivy leaves and citrus notes play on nose and palate. This is light footed, easy drinking and charming. Drink soon while flavors are fresh.",88,12.0,Burgenland,Fuchs 2015 Grüner Veltliner (Burgenland),Grüner Veltliner,freshness characterize nose green pear ivy leave citrus note play nose palate light foot easy drink charming drink soon flavor fresh
94,94,US,"Barrel notes are prominent, with aromas of Creamsicle and baking spice. The palate is broad and dry with stone-fruit and barrel flavors. It provides intrigue but the wood seems to get in the way at times.",88,22.0,Washington,Gård 2014 Grand Klasse Reserve Lawrence Vineyards Viognier (Columbia Valley (WA)),Viognier,barrel note prominent aromas creamsicle bake spice palate broad dry stone - fruit barrel flavor provide intrigue wood seem get way time
95,95,France,"This is a dense wine, packed with both tannins and acidity. It brings out the ageworthiness of this appellation with its rich potential and dark mineral texture. Drink this concentrated cru wine from 2018.",88,20.0,Beaujolais,Henry Fessy 2015  Juliénas,Gamay,dense wine pack tannin acidity bring ageworthiness appellation rich potential dark mineral texture drink concentrate cru wine 2018
96,96,France,"The wine comes from one of the cru estates followed by this negociant house. It is a light, ripe and fruity wine. With its attractive red-berry flavors, finished with crisp acidity, it is accessible and ready to drink.",88,18.0,Beaujolais,Henry Fessy 2015  Régnié,Gamay,wine come one cru estate follow negociant house light ripe fruity wine attractive red - berry flavor finish crisp acidity accessible ready drink
97,97,US,A wisp of bramble extends a savory tone from nose to finish on this otherwise bright bristling wine. Delicate honey tones register as off dry on the palate but balance neatly alongside flavors of freshly pressed apples and pears. The finish is marked by a touch of pencil lead. Drink now through 2020.,88,20.0,New York,Heron Hill 2015 Ingle Vineyard Riesling (Finger Lakes),Riesling,wisp bramble extend savory tone nose finish otherwise bright bristle wine delicate honey tone register dry palate balance neatly alongside flavor freshly press apple pear finish mark touch pencil lead drink 2020
98,98,Italy,"Forest floor, menthol, espresso, cranberry and pressed violet aromas take shape in the glass. The lean linear palate shows dried sour cherry, licorice and coffee bean alongside assertive close-grained tannins. Even though the tannins are still firm, drink sooner rather than later to capture the remaining fruit.",88,30.0,Tuscany,Serpaia di Endrizzi 2010 Dono Riserva  (Morellino di Scansano),Sangiovese,forest floor menthol espresso cranberry press violet aroma take shape glass lean linear palate show dry sour cherry licorice coffee bean alongside assertive close - grain tannin even though tannin still firm drink soon rather later capture remain fruit
99,99,US,"This blends 20% each of all five red-Bordeaux varieties, showing grapy, plummy flavor that's juicy and soft on the palate. With a core of tobacco, tar and graphite, it complements the fruity with the savory, ending simply and elegantly.",88,75.0,California,Soquel Vineyards 2013 Intreccio Library Selection Red (Napa Valley),Bordeaux-style Red Blend,blend 20 five red - bordeaux variety show grapy plummy flavor juicy soft palate core tobacco tar graphite complement fruity savory end simply elegantly
100,100,US,"Fresh apple, lemon and pear flavors are accented by a hint of smoked nuts in this bold, full-bodied Pinot Gris. Rich and a bit creamy in mouthfeel yet balanced briskly, it's a satisfying white with wide pairing appeal. Drink now through 2019.",88,18.0,New York,Ventosa 2015 Pinot Gris (Finger Lakes),Pinot Gris,fresh apple lemon pear flavor accented hint smoke nuts bold full - bodied pinot gris rich bit creamy mouthfeel yet balanced briskly satisfy white wide pairing appeal drink 2019
